Time [s],STM32_RX,STM32_TX,I2C_CLK,I2C_DATA,Channel 4,Channel 5,Channel 6,Channel 7
2.529962208,1,1,0,0,1,1,1,1
2.529966958,1,1,1,0,1,1,1,1
2.529971875,1,1,0,0,1,1,1,1
2.529972333,1,1,0,1,1,1,1,1
2.529976958,1,1,1,1,1,1,1,1
2.529981875,1,1,0,1,1,1,1,1
2.529982250,1,1,0,0,1,1,1,1
2.529986958,1,1,1,0,1,1,1,1
2.529991875,1,1,0,0,1,1,1,1
2.529996958,1,1,1,0,1,1,1,1
2.530001875,1,1,0,0,1,1,1,1
2.530006958,1,1,1,0,1,1,1,1
2.530011875,1,1,0,0,1,1,1,1
2.530016958,1,1,1,0,1,1,1,1
2.530021875,1,1,0,0,1,1,1,1
2.530026958,1,1,1,0,1,1,1,1
2.530031875,1,1,0,0,1,1,1,1
2.530036958,1,1,1,0,1,1,1,1
2.530041875,1,1,0,0,1,1,1,1
2.530042250,1,1,0,1,1,1,1,1
2.530046708,1,1,0,0,1,1,1,1
2.530051625,1,1,1,0,1,1,1,1
2.530056500,1,1,0,0,1,1,1,1
2.530061625,1,1,1,0,1,1,1,1
2.530066500,1,1,0,0,1,1,1,1
2.530071625,1,1,1,0,1,1,1,1
2.530076542,1,1,0,0,1,1,1,1
2.530081625,1,1,1,0,1,1,1,1
2.530086542,1,1,0,0,1,1,1,1
2.530091625,1,1,1,0,1,1,1,1
2.530096542,1,1,0,0,1,1,1,1
2.530101625,1,1,1,0,1,1,1,1
2.530106542,1,1,0,0,1,1,1,1
2.530107000,1,1,0,1,1,1,1,1
2.530111625,1,1,1,1,1,1,1,1
2.530116542,1,1,0,1,1,1,1,1
2.530121625,1,1,1,1,1,1,1,1
2.530126542,1,1,0,1,1,1,1,1
2.530126750,1,1,0,0,1,1,1,1
2.530131625,1,1,1,0,1,1,1,1
2.530136542,1,1,0,0,1,1,1,1
2.530146000,1,1,1,0,1,1,1,1
2.530151708,1,1,1,1,1,1,1,1
2.530171667,1,1,1,0,1,1,1,1
2.530176750,1,1,0,0,1,1,1,1
2.530186333,1,1,1,0,1,1,1,1
2.530191250,1,1,0,0,1,1,1,1
2.530191708,1,1,0,1,1,1,1,1
2.530196333,1,1,1,1,1,1,1,1
2.530201250,1,1,0,1,1,1,1,1
2.530201625,1,1,0,0,1,1,1,1
2.530206333,1,1,1,0,1,1,1,1
2.530211250,1,1,0,0,1,1,1,1
2.530211708,1,1,0,1,1,1,1,1
2.530216333,1,1,1,1,1,1,1,1
2.530221250,1,1,0,1,1,1,1,1
2.530221625,1,1,0,0,1,1,1,1
2.530226333,1,1,1,0,1,1,1,1
2.530231250,1,1,0,0,1,1,1,1
2.530236333,1,1,1,0,1,1,1,1
2.530241250,1,1,0,0,1,1,1,1
2.530241750,1,1,0,1,1,1,1,1
2.530246333,1,1,1,1,1,1,1,1
2.530251250,1,1,0,1,1,1,1,1
2.530251625,1,1,0,0,1,1,1,1
2.530256333,1,1,1,0,1,1,1,1
2.530261250,1,1,0,0,1,1,1,1
2.530266333,1,1,1,0,1,1,1,1
2.530271250,1,1,0,0,1,1,1,1
2.530276792,1,1,0,1,1,1,1,1
2.530281625,1,1,1,1,1,1,1,1
2.530286542,1,1,0,1,1,1,1,1
2.530286875,1,1,0,0,1,1,1,1
2.530291625,1,1,1,0,1,1,1,1
2.530296542,1,1,0,0,1,1,1,1
2.530297000,1,1,0,1,1,1,1,1
2.530301625,1,1,1,1,1,1,1,1
2.530306542,1,1,0,1,1,1,1,1
2.530306875,1,1,0,0,1,1,1,1
2.530311625,1,1,1,0,1,1,1,1
2.530316542,1,1,0,0,1,1,1,1
2.530321625,1,1,1,0,1,1,1,1
2.530326542,1,1,0,0,1,1,1,1
2.530331625,1,1,1,0,1,1,1,1
2.530336542,1,1,0,0,1,1,1,1
2.530341625,1,1,1,0,1,1,1,1
2.530346542,1,1,0,0,1,1,1,1
2.530351625,1,1,1,0,1,1,1,1
2.530356542,1,1,0,0,1,1,1,1
2.530361625,1,1,1,0,1,1,1,1
2.530366542,1,1,0,0,1,1,1,1
2.530366917,1,1,0,1,1,1,1,1
2.530376000,1,1,1,1,1,1,1,1
2.530381625,1,1,1,0,1,1,1,1
2.530386667,1,1,0,0,1,1,1,1
2.530392458,1,1,1,0,1,1,1,1
2.530397375,1,1,0,0,1,1,1,1
2.530397833,1,1,0,1,1,1,1,1
2.530402458,1,1,1,1,1,1,1,1
2.530407375,1,1,0,1,1,1,1,1
2.530407750,1,1,0,0,1,1,1,1
2.530412458,1,1,1,0,1,1,1,1
2.530417375,1,1,0,0,1,1,1,1
2.530417833,1,1,0,1,1,1,1,1
2.530422458,1,1,1,1,1,1,1,1
2.530427375,1,1,0,1,1,1,1,1
2.530427750,1,1,0,0,1,1,1,1
2.530432458,1,1,1,0,1,1,1,1
2.530437375,1,1,0,0,1,1,1,1
2.530442458,1,1,1,0,1,1,1,1
2.530447375,1,1,0,0,1,1,1,1
2.530447875,1,1,0,1,1,1,1,1
2.530452458,1,1,1,1,1,1,1,1
2.530457375,1,1,0,1,1,1,1,1
2.530462458,1,1,1,1,1,1,1,1
2.530467375,1,1,0,1,1,1,1,1
2.530467583,1,1,0,0,1,1,1,1
2.530472500,1,1,1,0,1,1,1,1
2.530477375,1,1,0,0,1,1,1,1
2.530486750,1,1,1,0,1,1,1,1
2.530491625,1,1,0,0,1,1,1,1
2.530496750,1,1,1,0,1,1,1,1
2.530501667,1,1,0,0,1,1,1,1
2.530506750,1,1,1,0,1,1,1,1
2.530511667,1,1,0,0,1,1,1,1
2.530516750,1,1,1,0,1,1,1,1
2.530521667,1,1,0,0,1,1,1,1
2.530526750,1,1,1,0,1,1,1,1
2.530531667,1,1,0,0,1,1,1,1
2.530536750,1,1,1,0,1,1,1,1
2.530541667,1,1,0,0,1,1,1,1
2.530542000,1,1,0,1,1,1,1,1
2.530546750,1,1,1,1,1,1,1,1
2.530551667,1,1,0,1,1,1,1,1
2.530556750,1,1,1,1,1,1,1,1
2.530561667,1,1,0,1,1,1,1,1
2.530566750,1,1,1,1,1,1,1,1
2.530571667,1,1,0,1,1,1,1,1
2.530577667,1,1,0,0,1,1,1,1
2.530582333,1,1,1,0,1,1,1,1
2.530588000,1,1,1,1,1,1,1,1
2.530618000,1,1,1,0,1,1,1,1
2.530623042,1,1,0,0,1,1,1,1
2.530632667,1,1,1,0,1,1,1,1
2.530637542,1,1,0,0,1,1,1,1
2.530638042,1,1,0,1,1,1,1,1
2.530642625,1,1,1,1,1,1,1,1
2.530647583,1,1,0,1,1,1,1,1
2.530647917,1,1,0,0,1,1,1,1
2.530652667,1,1,1,0,1,1,1,1
2.530657583,1,1,0,0,1,1,1,1
2.530658042,1,1,0,1,1,1,1,1
2.530662667,1,1,1,1,1,1,1,1
2.530667583,1,1,0,1,1,1,1,1
2.530667917,1,1,0,0,1,1,1,1
2.530672667,1,1,1,0,1,1,1,1
2.530677583,1,1,0,0,1,1,1,1
2.530682667,1,1,1,0,1,1,1,1
2.530687583,1,1,0,0,1,1,1,1
2.530688042,1,1,0,1,1,1,1,1
2.530692667,1,1,1,1,1,1,1,1
2.530697583,1,1,0,1,1,1,1,1
2.530697958,1,1,0,0,1,1,1,1
2.530702667,1,1,1,0,1,1,1,1
2.530707583,1,1,0,0,1,1,1,1
2.530712667,1,1,1,0,1,1,1,1
2.530717583,1,1,0,0,1,1,1,1
2.530723125,1,1,0,1,1,1,1,1
2.530727917,1,1,1,1,1,1,1,1
2.530732833,1,1,0,1,1,1,1,1
2.530733208,1,1,0,0,1,1,1,1
2.530737917,1,1,1,0,1,1,1,1
2.530742833,1,1,0,0,1,1,1,1
2.530743333,1,1,0,1,1,1,1,1
2.530747917,1,1,1,1,1,1,1,1
2.530752833,1,1,0,1,1,1,1,1
2.530753208,1,1,0,0,1,1,1,1
2.530757917,1,1,1,0,1,1,1,1
2.530762833,1,1,0,0,1,1,1,1
2.530767958,1,1,1,0,1,1,1,1
2.530772833,1,1,0,0,1,1,1,1
2.530777958,1,1,1,0,1,1,1,1
2.530782875,1,1,0,0,1,1,1,1
2.530787958,1,1,1,0,1,1,1,1
2.530792875,1,1,0,0,1,1,1,1
2.530797958,1,1,1,0,1,1,1,1
2.530802875,1,1,0,0,1,1,1,1
2.530807958,1,1,1,0,1,1,1,1
2.530812875,1,1,0,0,1,1,1,1
2.530813208,1,1,0,1,1,1,1,1
2.530817750,1,1,0,0,1,1,1,1
2.530822625,1,1,1,0,1,1,1,1
2.530827542,1,1,0,0,1,1,1,1
2.530832667,1,1,1,0,1,1,1,1
2.530837542,1,1,0,0,1,1,1,1
2.530842667,1,1,1,0,1,1,1,1
2.530847542,1,1,0,0,1,1,1,1
2.530852667,1,1,1,0,1,1,1,1
2.530857583,1,1,0,0,1,1,1,1
2.530862667,1,1,1,0,1,1,1,1
2.530867583,1,1,0,0,1,1,1,1
2.530872667,1,1,1,0,1,1,1,1
2.530877583,1,1,0,0,1,1,1,1
2.530878042,1,1,0,1,1,1,1,1
2.530882667,1,1,1,1,1,1,1,1
2.530887583,1,1,0,1,1,1,1,1
2.530892667,1,1,1,1,1,1,1,1
2.530897583,1,1,0,1,1,1,1,1
2.530897792,1,1,0,0,1,1,1,1
2.530902667,1,1,1,0,1,1,1,1
2.530907583,1,1,0,0,1,1,1,1
2.530917042,1,1,1,0,1,1,1,1
2.530922750,1,1,1,1,1,1,1,1
2.531027750,1,1,1,0,1,1,1,1
2.531032792,1,1,0,0,1,1,1,1
2.531042458,1,1,1,0,1,1,1,1
2.531047375,1,1,0,0,1,1,1,1
2.531047833,1,1,0,1,1,1,1,1
2.531052458,1,1,1,1,1,1,1,1
2.531057375,1,1,0,1,1,1,1,1
2.531057750,1,1,0,0,1,1,1,1
2.531062458,1,1,1,0,1,1,1,1
2.531067375,1,1,0,0,1,1,1,1
2.531067833,1,1,0,1,1,1,1,1
2.531072458,1,1,1,1,1,1,1,1
2.531077375,1,1,0,1,1,1,1,1
2.531077750,1,1,0,0,1,1,1,1
2.531082458,1,1,1,0,1,1,1,1
2.531087375,1,1,0,0,1,1,1,1
2.531092458,1,1,1,0,1,1,1,1
2.531097375,1,1,0,0,1,1,1,1
2.531097875,1,1,0,1,1,1,1,1
2.531102458,1,1,1,1,1,1,1,1
2.531107375,1,1,0,1,1,1,1,1
2.531107750,1,1,0,0,1,1,1,1
2.531112458,1,1,1,0,1,1,1,1
2.531117375,1,1,0,0,1,1,1,1
2.531122500,1,1,1,0,1,1,1,1
2.531127375,1,1,0,0,1,1,1,1
2.531132917,1,1,0,1,1,1,1,1
2.531137750,1,1,1,1,1,1,1,1
2.531142667,1,1,0,1,1,1,1,1
2.531143000,1,1,0,0,1,1,1,1
2.531147750,1,1,1,0,1,1,1,1
2.531152667,1,1,0,0,1,1,1,1
2.531153125,1,1,0,1,1,1,1,1
2.531157750,1,1,1,1,1,1,1,1
2.531162667,1,1,0,1,1,1,1,1
2.531167750,1,1,1,1,1,1,1,1
2.531172667,1,1,0,1,1,1,1,1
2.531173000,1,1,0,0,1,1,1,1
2.531177750,1,1,1,0,1,1,1,1
2.531182667,1,1,0,0,1,1,1,1
2.531187750,1,1,1,0,1,1,1,1
2.531192667,1,1,0,0,1,1,1,1
2.531193125,1,1,0,1,1,1,1,1
2.531197750,1,1,1,1,1,1,1,1
2.531202667,1,1,0,1,1,1,1,1
2.531203042,1,1,0,0,1,1,1,1
2.531207750,1,1,1,0,1,1,1,1
2.531212667,1,1,0,0,1,1,1,1
2.531217750,1,1,1,0,1,1,1,1
2.531222667,1,1,0,0,1,1,1,1
2.531223042,1,1,0,1,1,1,1,1
2.531232125,1,1,1,1,1,1,1,1
2.531237750,1,1,1,0,1,1,1,1
2.531242792,1,1,0,0,1,1,1,1
2.531243333,1,1,0,1,1,1,1,1
2.531243750,1,1,0,0,1,1,1,1
2.531248958,1,1,1,0,1,1,1,1
2.531253875,1,1,0,0,1,1,1,1
2.531254333,1,1,0,1,1,1,1,1
2.531258958,1,1,1,1,1,1,1,1
2.531263875,1,1,0,1,1,1,1,1
2.531264250,1,1,0,0,1,1,1,1
2.531268958,1,1,1,0,1,1,1,1
2.531273875,1,1,0,0,1,1,1,1
2.531274333,1,1,0,1,1,1,1,1
2.531278958,1,1,1,1,1,1,1,1
2.531283875,1,1,0,1,1,1,1,1
2.531284250,1,1,0,0,1,1,1,1
2.531288958,1,1,1,0,1,1,1,1
2.531293875,1,1,0,0,1,1,1,1
2.531298958,1,1,1,0,1,1,1,1
2.531303875,1,1,0,0,1,1,1,1
2.531304375,1,1,0,1,1,1,1,1
2.531308958,1,1,1,1,1,1,1,1
2.531313875,1,1,0,1,1,1,1,1
2.531318958,1,1,1,1,1,1,1,1
2.531323875,1,1,0,1,1,1,1,1
2.531324083,1,1,0,0,1,1,1,1
2.531329000,1,1,1,0,1,1,1,1
2.531333875,1,1,0,0,1,1,1,1
2.531343250,1,1,1,0,1,1,1,1
2.531348125,1,1,0,0,1,1,1,1
2.531348500,1,1,0,1,1,1,1,1
2.531353250,1,1,1,1,1,1,1,1
2.531358167,1,1,0,1,1,1,1,1
2.531358333,1,1,0,0,1,1,1,1
2.531363250,1,1,1,0,1,1,1,1
2.531368167,1,1,0,0,1,1,1,1
2.531368500,1,1,0,1,1,1,1,1
2.531373250,1,1,1,1,1,1,1,1
2.531378167,1,1,0,1,1,1,1,1
2.531378375,1,1,0,0,1,1,1,1
2.531383250,1,1,1,0,1,1,1,1
2.531388167,1,1,0,0,1,1,1,1
2.531393250,1,1,1,0,1,1,1,1
2.531398167,1,1,0,0,1,1,1,1
2.531403250,1,1,1,0,1,1,1,1
2.531408167,1,1,0,0,1,1,1,1
2.531413250,1,1,1,0,1,1,1,1
2.531418167,1,1,0,0,1,1,1,1
2.531418542,1,1,0,1,1,1,1,1
2.531423250,1,1,1,1,1,1,1,1
2.531428167,1,1,0,1,1,1,1,1
2.531434167,1,1,0,0,1,1,1,1
2.531438833,1,1,1,0,1,1,1,1
2.531444500,1,1,1,1,1,1,1,1
2.531584542,1,1,1,0,1,1,1,1
2.531589583,1,1,0,0,1,1,1,1
2.531599250,1,1,1,0,1,1,1,1
2.531604167,1,1,0,0,1,1,1,1
2.531604625,1,1,0,1,1,1,1,1
2.531609250,1,1,1,1,1,1,1,1
2.531614167,1,1,0,1,1,1,1,1
2.531614542,1,1,0,0,1,1,1,1
2.531619250,1,1,1,0,1,1,1,1
2.531624167,1,1,0,0,1,1,1,1
2.531624625,1,1,0,1,1,1,1,1
2.531629250,1,1,1,1,1,1,1,1
2.531634167,1,1,0,1,1,1,1,1
2.531634542,1,1,0,0,1,1,1,1
2.531639250,1,1,1,0,1,1,1,1
2.531644167,1,1,0,0,1,1,1,1
2.531649250,1,1,1,0,1,1,1,1
2.531654167,1,1,0,0,1,1,1,1
2.531654667,1,1,0,1,1,1,1,1
2.531659250,1,1,1,1,1,1,1,1
2.531664167,1,1,0,1,1,1,1,1
2.531664542,1,1,0,0,1,1,1,1
2.531669250,1,1,1,0,1,1,1,1
2.531674167,1,1,0,0,1,1,1,1
2.531679250,1,1,1,0,1,1,1,1
2.531684167,1,1,0,0,1,1,1,1
2.531689708,1,1,0,1,1,1,1,1
2.531694500,1,1,1,1,1,1,1,1
2.531699417,1,1,0,1,1,1,1,1
2.531699792,1,1,0,0,1,1,1,1
2.531704542,1,1,1,0,1,1,1,1
2.531709458,1,1,0,0,1,1,1,1
2.531709917,1,1,0,1,1,1,1,1
2.531714500,1,1,1,1,1,1,1,1
2.531719458,1,1,0,1,1,1,1,1
2.531719792,1,1,0,0,1,1,1,1
2.531724542,1,1,1,0,1,1,1,1
2.531729458,1,1,0,0,1,1,1,1
2.531734542,1,1,1,0,1,1,1,1
2.531739458,1,1,0,0,1,1,1,1
2.531744542,1,1,1,0,1,1,1,1
2.531749458,1,1,0,0,1,1,1,1
2.531754542,1,1,1,0,1,1,1,1
2.531759458,1,1,0,0,1,1,1,1
2.531759917,1,1,0,1,1,1,1,1
2.531764542,1,1,1,1,1,1,1,1
2.531769458,1,1,0,1,1,1,1,1
2.531769667,1,1,0,0,1,1,1,1
2.531774542,1,1,1,0,1,1,1,1
2.531779458,1,1,0,0,1,1,1,1
2.531779833,1,1,0,1,1,1,1,1
2.531788917,1,1,1,1,1,1,1,1
2.531794542,1,1,1,0,1,1,1,1
2.531799583,1,1,0,0,1,1,1,1
2.531805375,1,1,1,0,1,1,1,1
2.531810292,1,1,0,0,1,1,1,1
2.531810750,1,1,0,1,1,1,1,1
2.531815375,1,1,1,1,1,1,1,1
2.531820292,1,1,0,1,1,1,1,1
2.531820667,1,1,0,0,1,1,1,1
2.531825375,1,1,1,0,1,1,1,1
2.531830292,1,1,0,0,1,1,1,1
2.531830750,1,1,0,1,1,1,1,1
2.531835375,1,1,1,1,1,1,1,1
2.531840292,1,1,0,1,1,1,1,1
2.531840667,1,1,0,0,1,1,1,1
2.531845375,1,1,1,0,1,1,1,1
2.531850292,1,1,0,0,1,1,1,1
2.531855375,1,1,1,0,1,1,1,1
2.531860292,1,1,0,0,1,1,1,1
2.531860750,1,1,0,1,1,1,1,1
2.531865375,1,1,1,1,1,1,1,1
2.531870292,1,1,0,1,1,1,1,1
2.531875375,1,1,1,1,1,1,1,1
2.531880292,1,1,0,1,1,1,1,1
2.531880500,1,1,0,0,1,1,1,1
2.531885375,1,1,1,0,1,1,1,1
2.531890292,1,1,0,0,1,1,1,1
2.531899667,1,1,1,0,1,1,1,1
2.531904542,1,1,0,0,1,1,1,1
